recipe_id,title,date,desc,rating,calories,sodium,fat,protein
19396,Spicy Steak and Corn Soft Tacos ,2004-08-20T04:00:00.000Z,NA,3.75,855,1980,62,54
19397,Pork Chops with Mustard Crumbs ,2004-08-20T04:00:00.000Z,Active time: 25 min Start to finish: 25 min,3.75,1787,1137,94,193
19398,White Chocolate Layer Cake with Apricot Filling and White Chocolate Buttercream ,2004-08-20T04:00:00.000Z,NA,4.375,1098,221,69,12
19399,Maple-Ginger Butternut Squash ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
19400,Capellini with Salmon and Lemon-Dill-Vodka Sauce ,2005-05-17T19:00:40.000Z,NA,4.375,468,727,16,13
19401,Pumpkin Pie with Ginger Streusel ,2004-08-20T04:00:00.000Z,A crunchy topping is the twist to this quintessential Thanksgiving pie.,4.375,635,203,37,9
19402,Oven-Roasted Sea Bass with Ginger and Lime Sauce ,2004-08-20T04:00:00.000Z,"For a complete Asian-inspired menu, prepare steamed rice, and sauté snow peas in sesame oil. Fill fresh papaya halves with coconut ice cream for a refreshing dessert.",4.375,281,777,15,33
19403,Tuscan Rice Salad ,2004-08-20T04:00:00.000Z,"Serve this main-course salad with some crusty bread, and offer fresh fruit for dessert. To prepare the dish, use leftovers from the Roast Pork Loin with Garlic and Rosemary , or broil two 4-ounce boneless pork loin chops until cooked through and then dice. Note that nutritional numbers are for either cut of pork.",3.75,NA,NA,NA,NA
19404,Baked Stuffed Mushrooms with Crab ,2004-08-20T04:00:00.000Z,These crab-stuffed mushrooms are a longtime favorite at Phillips. Tip: Use a melon baller to scoop out the mushroom stems.,3.75,419,831,35,19
19405,Fresh Fig Tart with Rosemary Cornmeal Crust and Lemon Mascarpone Cream ,2004-08-20T04:00:00.000Z,NA,4.375,607,297,32,8
19406,Braised Lamb in Pomegranate Sauce ,2004-08-20T04:00:00.000Z,"Order the lamb from your butcher, and buy the pomegranate juice at a Middle Eastern market or at a natural foods store. Begin preparing this richly flavored main course one day ahead.",4.375,1391,432,108,81
19407,Wild-Mushroom Bundles ,2008-10-16T04:00:00.000Z,"Sturdy forest-green collards provide the wrapping for buttery, juicy mushrooms. Elegance comes easily when it comes to these bundles, since they can be assembled a day ahead.",4.375,133,18,11,3
19408,Easy Corn Bread ,2004-08-20T04:00:00.000Z,NA,3.75,191,318,7,3
19409,Honey-Ginger Salmon ,2004-08-20T04:00:00.000Z,"At Lantana's, the salmon is served with spiced banana fritters.",4.375,721,338,43,46
19410,Corn-Bread and Chorizo Stuffing ,2008-10-16T04:00:00.000Z,"What started as an arepa recipe evolved into a play on traditional American corn-bread stuffing. Chorizo takes the place of fresh sausage, and garlic adds punch to a buttery base. Imagine all of the classic textures with Latino flavorsits that good.",4.375,NA,NA,NA,NA
19411,Beer-Can Cabbage Sandwiches ,2016-06-21T21:34:27.147Z,"Beer-Can Chicken, step aside. Cabbage becomes the star of any backyard barbecue with this awesome beer-steaming–plus–grilling technique. Slathering the cabbage with barbecue sauce during cooking gives it a smoky, sweet flavor. Top with rich cheddar cheese, fresh slaw, and spicy pickled jalapeños and you'll never miss the meat in this hearty vegetarian sandwich.",3.75,793,1959,35,24
19412,Papaya-Pineapple Smoothie ,2004-09-21T20:27:33.000Z,NA,4.375,NA,NA,NA,NA
19413,Chocolate Cake with Mascarpone and Praline ,2004-08-20T04:00:00.000Z,NA,3.75,329,115,19,4
19414,Mustard Chicken and Orzo Casserole with Dill and Capers ,2004-08-20T04:00:00.000Z,Active time: 45 min Start to finish: 1 3/4 hr,3.75,804,1065,50,52
19415,Simple Chicken Curry ,2004-08-20T04:00:00.000Z,"Diced apple, dried apricots and golden raisins accent this 30-minute entrée.",3.75,522,1112,27,39
19416,Meat Loaf With Mushroom Gravy ,2016-11-02T17:26:32.669Z,"My mom's meat loaf is inarguably better than yours, but this is not my mom's meat loaf recipe. This one is an amalgam, intended to evoke all the important meat loaves in my life—and there have been many: The meat loaf I'd get at the family table as a child; the meat loaf I'd find (if I was lucky) in the steam table in the school cafeteria, usually festering in a pool of graying commercial gravy (God, I loved that stuff—especially when stoned); the meat loaf in the familiar foil tray of a Swanson TV dinner (which freed me from the oppression of a loving dinner table!); and the meat loaf my bosses insisted I keep on the menu at my first chef job—the restaurant failed, but the meat loaf was quite good. This, then is the sum of all those experiences.",2.5,679,876,39,61
19417,Chicken Sausage ,2013-02-12T04:00:00.000Z,"This sausage uses chicken and schmaltz, along with plentiful sage, garlic, ginger and pepper. And salt of course—sausage needs salt. My optimal salt level is 1.75 percent, so I multiply the weight of the meat (in ounces or grams) by 0.0175 to get that amount of the salt needed (also in ounces or grams). If you like less salt take it back to 1.5%.",3.125,256,401,22,13
19418,"Quinoa, Garbanzo, and Spinach Salad with Smoked Paprika Dressing ",2010-06-01T04:00:00.000Z,"Fresh and colorful, this vegetarian entrée is an ideal bring-along for a potluck supper. Quinoa, a delicate grain with a texture similar to that of couscous, cooks up in just 15 minutes. A complete protein, it's also nutritious. Look for it at supermarkets and natural foods stores. Smoked paprika can be found in the spice section of the supermarket.",3.75,NA,NA,NA,NA
19419,Chocolate Angel Food Cake with Fruit and Maple Yogurt ,2006-05-16T20:12:07.000Z,"Healthy bonus: 1 serving of fruit per slice, protein and riboflavin from eggs, calcium from yogurt, fiber, and nearly 1/3 of the RDA for vitamin C from berries",4.375,NA,NA,NA,NA
19420,Arizona Cheese Strata ,2004-08-20T04:00:00.000Z,NA,3.75,536,1800,28,31
19421,Tomato and Tapenade Tartlets ,2008-10-13T21:42:42.000Z,"When tomatoes are at their peak, I could eat them three times a day and straight from the vine. But every once in a while, it's nice to give them a little special attention. When that time comes, this is the recipe I turn to. It's a tartlet that looks like it takes all day to make, but is really a quickie. It's warmed in the oven for such a short time that the tomatoes never lose their fresh-picked taste and texture. I serve these as a first course at dinner or with a salad as the main event at lunch.",4.375,671,777,49,19
19422,Muffuletta Sandwich ,2007-10-31T22:24:58.000Z,NA,4.375,NA,NA,NA,NA
19423,"Green Melon, Cubanelle Peppers and Ricotta Salata ",2012-06-28T04:00:00.000Z,"This salad of melon, sweet pepper, salty cheese and earthy basil recalls the watermelon salad that we all love so much, but its elegant components make it more refined. Salt is key to marrying the flavors, so be generous, tasting as you go. Be liberal, too, with a very good extra-virgin olive oil—it is very much a part of this salad.",4.375,NA,NA,NA,NA
19424,Middle Eastern Chicken ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
19425,Lamb Chops with Everything-Bagel Yogurt and Chickpeas ,2014-08-22T04:00:00.000Z,"Splurge on lamb rib chops or save on loin chops; either way you will enjoy this Moroccan-inspired meal. The familiar flavors of an everything bagel make a surprise appearance here to spice a zesty yogurt dip. Harissa paste (available in specialty food stores and many grocery stores) adds a fiery punch to chickpeas simmered with carrots and tomatoes. It can vary greatly in spiciness and saltiness from brand to brand, so add a little at first and taste as you go.",5,5578,2064,503,212
19426,Chicken Breasts with Rock-Shrimp Sauce ,2005-07-19T19:22:16.000Z,"Pair this surf-and-turf dish with white rice to soak up the delicious rock-shrimp sauce — a quick and easy variation on Marcella Hazan's pink shrimp sauce (from ""Essentials of Classic Italian Cooking""), which she serves over pasta.",3.75,1240,1491,72,131
19427,"Roast Chicken with Cumin, Paprika and Allspice ",2004-08-20T04:00:00.000Z,Renee brings the flavors of the Middle East to her special Friday-night chicken. Roast chunks of butternut squash and potatoes alongside to cook the whole meal at once. Look for roasting chickens next to the fryers.,4.375,1586,783,117,122
19428,Poached Pear Tart with Caramelized Pistachios ,2005-12-01T04:00:00.000Z,NA,4.375,926,137,43,13
19429,Cinnamon Flan ,2004-08-20T04:00:00.000Z,Make these a day ahead to give the caramel time to soften and the custards time to set.,4.375,NA,NA,NA,NA
19430,Grilled Italian Sausage with Warm Pepper and Onion Salad ,2005-05-17T19:21:45.000Z,"Luganega, a coiled slender Italian pork sausage sold at Italian markets and some supermarkets, often comes with flavorings such as spices and cheese. If you can't find it, substitute any fresh Italian sausage.",3.75,537,1127,46,18
19431,Imperial Fizz ,2004-08-20T20:58:12.000Z,NA,0,NA,NA,NA,NA
19432,Skillet Choucroute with Potatoes ,2004-08-20T04:00:00.000Z,"Sprinkle caraway seeds into tomato soup to begin the meal. Serve assorted mustards and pumpernickel bread with the choucroute, an Alsatian dish of sauerkraut and sausage. Then enjoy another flavor from Alsace: kirsch (clear cherry brandy), drizzled over cherry ice cream.",3.125,3632,9286,296,188
19433,Shakshuka ,2014-01-29T04:00:00.000Z,"In Israel the word shakshuka is synonymous with breakfast. It's best with a slice or two of challah bread to sop up the juices. This is a version of my dad's recipe, except that he used to mix the eggs together, because my older sister refused to eat the egg whites. Here is the recipe I prefer.",3.75,412,2811,24,21
19434,Arugula and Prosciutto Tortilla Pizzas ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,3.75,NA,NA,NA,NA
19435,Sesame Miso Vinaigrette ,2013-07-31T04:00:00.000Z,"Like the best dressings, this is good on so much more than greens: Drizzle it on roasted sweet potatoes, brush it onto broiled eggplant, or toss it with cold soba or udon noodles. Use it to marinate mushrooms before grilling them to make Juicy Bella . Look for miso paste in the refrigerated section of natural food stores and Asian markets. If you can find South River brand, made in Massachusetts, snap it up; it's the best I've tasted outside Japan.",5,589,655,59,3
19436,"Celery Root, Carrot and Beet Salad ",2004-08-20T12:48:48.000Z,NA,4.375,161,123,12,2
19437,Late-Summer Cherry Pie ,2004-08-20T04:00:00.000Z,Serve with scoops of vanilla ice cream.,3.75,440,190,15,5
19438,Chicken with Tomatillo and Cilantro Sauce ,2008-10-07T18:41:01.000Z,"Known as the Mexican green tomato, tomatillos supply vitamin A.",4.375,NA,NA,NA,NA
19439,Beet and Jícama on Endive with Garlic Yogurt Dressing ,2004-08-20T04:00:00.000Z,NA,1.25,38,24,1,1
19440,Buttery Barley Risotto with Parmesan Cheese ,2004-08-20T04:00:00.000Z,"In this recipe from Rick Tramonto, chef at Tru in Chicago, chewy pearl barley meets silky European butter in an outstanding alternative to arborio rice risotto. For best results, use Parmigiano-Reggiano.",4.375,405,187,16,17
19441,Roasted Wild Mushrooms in Red-Wine Reduction ,2004-08-20T04:00:00.000Z,"If you can't find fresh porcini mushrooms, buy whole frozen ones, defrost them in the fridge, and drain them on paper towels. Then roast them, uncovered, until tender and golden brown (and for about half the time as the fresh ones). As a last resort, other exotic fresh mushrooms mixed with reconstituted dried porcini would provide the body and flavor the dish needs. (Avoid dried porcini that are broken up.) Pair this dish with a few risotto cakes to make a main course.",3.125,161,493,7,7
19442,"""Route 66"" Chili ",2004-08-20T04:00:00.000Z,NA,3.75,640,1325,45,34
19443,Pumpkin Bread Pudding with Spicy Caramel Apple Sauce ,2011-09-02T04:00:00.000Z,"This fantastic dessert is perfect for the cool months of late fall and winter. Cubes of tender pumpkin bread are baked in a rich custard laced with bourbon and maple syrup. Crisp apple cider is the base of a buttery caramel sauce spiced with fresh ginger, cinnamon, nutmeg, and star anise. Forget about serving the same-old pumpkin pie at Thanksgiving and put this out instead for a new twist on two old classics. The recipe includes directions for making your own pumpkin bread to use in the pudding, but you can of course also use a loaf of pumpkin bread from your favorite bakery. Brioche or cinnamon-raisin bread would also work perfectly.",5,533,343,28,11
19444,"Rice Pudding with Pistachios, Raisins and Saffron ",2004-08-20T04:00:00.000Z,Paal Payasam,4.375,NA,NA,NA,NA
19445,Earl Grey Tea Ice Cream ,2015-06-29T04:00:00.000Z,"When we added Earl Grey ice cream to our trucks' offerings in 2009, New Yorkers went mad for it. Not surprisingly—black tea, combined with bergamot oil, cuts through the summer heat about as well as anything. We use a high-quality loose tea from our favorite tea brand, Rishi, which uses pure Italian bergamot citrus oil (and not bergamot flavoring), to make the most intensely fragrant Earl Grey tea ice cream.",4.375,236,128,15,4
19446,Garlic Ancho Chile Jam ,2004-08-20T04:00:00.000Z,NA,3.125,NA,NA,NA,NA
19447,Squash Custard Pie ,2004-08-20T04:00:00.000Z,This pie is best made with freshly cooked kuri squash purée.,3.125,1142,724,38,30
19448,Roasted Bell Pepper Salad with Pine Nuts ,2004-08-20T04:00:00.000Z,NA,3.75,96,5,7,2
19449,Avocado Sour Cream Mousse ,2004-08-20T04:00:00.000Z,"We call for California avocados in our recipes because our food editors prefer their rich flavor and creamy texture to that of West Indian avocados, which tend to taste a bit bland and watery.",3.125,102,181,10,2
19450,Shrimp Creole Risotto ,2006-12-21T20:08:05.000Z,"This recipe was created by chefs Slade Rushing and Allison Vines-Rushing of the Longbranch in Abita Springs, Louisiana. It's part of a special menu they created for Epicurious's Wine.Dine.Donate program.",4.375,544,2579,24,16
19451,"Pineapple, Apricot and Cranberry Lattice-Crust Pie ",2004-08-20T04:00:00.000Z,"Here's a colorful and creative pie: Apricots, which flourish in California, Hawaiian pineapple and Oregon cranberries come together in a filling that offers a terrific balance of the exotic and the traditional. It's good with vanilla ice cream.",4.375,380,363,6,7
19452,"Wild Mushroom Pizza With Caramelized Onions, Fontina, and Rosemary ",2004-09-21T20:28:05.000Z,"The mushrooms that top this pizza are simmered in a white wine reduction, which gives them a zippy sweet and acidic bite.",5,NA,NA,NA,NA
19453,Lemon and Blueberry Upside-Down Cake ,2006-04-01T04:00:00.000Z,NA,4.375,497,126,29,5
19454,Guacamole ,2013-07-24T04:00:00.000Z,NA,0,247,12,22,3
19455,Salmon and Dill Chowder ,2004-08-20T04:00:00.000Z,NA,3.75,559,920,34,33
19456,Bread Pudding with Bourbon Sauce ,2004-08-20T04:00:00.000Z,NA,4.375,1013,646,55,15
19457,Tomatillo-Avocado Dip ,2004-08-20T04:00:00.000Z,This easy-to-make dip is also great as a topping for burritos and enchiladas.,3.75,122,15,9,2
19458,"Bruschetta with Arugula, Smoked Mozzarella, and Tomatoes ",2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes of less.,4.375,260,367,18,11
19459,Chocolate Raspberry Roulade ,2004-08-20T12:48:48.000Z,NA,3.75,217,165,5,5
19460,"Artichoke Heart, Fennel, and Parmesan Salad ",2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,4.375,356,637,21,18
19461,Summer Vegetable Stir-Fry with Couscous ,2004-08-20T04:00:00.000Z,"A complete vegetarian main course, with fresh herbs and Moroccan accents.",3.75,NA,NA,NA,NA
19462,Hanger Steak with Shallots and Jerusalem Artichokes ,2014-08-19T04:00:00.000Z,The vinegared shallots and fresh herbs cut through the richness of the steak.,5,902,163,65,40
19463,Lentil Soup with Roasted Vegetables ,2004-08-20T04:00:00.000Z,NA,3.125,NA,NA,NA,NA
19464,Absinthe's Golden Yogurt Cake ,2015-04-13T04:00:00.000Z,"This moist, simple cake has a tender golden crumb and a subtle citrus flavor. I love a thin slice—okay, a thick slice—in the middle of the afternoon with coffee, but it's also well matched with summer berries and stone fruits. My husband enjoys it for breakfast. Accompany the cake and fruit with a dollop of the Yogurt Cream, if you like. In winter, pair the cake with a citrus compote or poached quince.",5,3935,2139,194,71
19465,Herbed Garlic and Parmesan Croutons ,2004-08-20T12:48:48.000Z,Can be prepared in 45 minutes or less.,5,254,319,16,5
19466,Squid and Fennel Pasta with Lemon and Herbs ,2015-05-04T04:00:00.000Z,"On a warm, sunny day, pasta calls for fresh seafood, a big handful of herbs, and punchy lemon. All that's missing is the beach house",5,602,101,20,30
19467,Kumquat Compote with Sauternes and Ginger ,2004-08-20T04:00:00.000Z,A simple dessert sauce that is absolutely delicious spooned over scoops of vanilla ice cream or frozen yogurt.,5,181,11,1,1
19468,"Chilled Celery, Watercress and Fennel Soup ",2004-08-20T04:00:00.000Z,This soup is also wonderful hot.,4.375,183,159,13,7
19469,Radish Canapes Leeds ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,4.375,65,125,3,2
19470,Seared Scallops With Pan Sauce ,2016-11-03T17:58:40.126Z,Seven ingredients and one skillet lead the way to home cooking that's as good as anything you'll eat in restaurants.,1.25,230,1181,13,21
19471,Vegetable Ragoût with Cumin and Ginger ,2004-08-20T04:00:00.000Z,"A mixed vegetable stew, seasoned with spices characteristic of Morocco. Serve it with rice or couscous.",3.75,NA,NA,NA,NA
19472,"Goat Cheese Salad with Pancetta, Dried Cherry and Port Dressing ",2004-08-20T04:00:00.000Z,"Gay Koenemann of Bonn, Germany, had dinner at 300 East Boulevard on a recent trip to Charlotte, North Carolina. There he was treated to the most exquisite salad he'd ever had. Although the restaurant calls it Fall Salad on the menu, it's enjoyable year-round.",5,599,431,52,16
19473,Hoffman House (or Astoria) ,2004-08-20T20:58:12.000Z,NA,0,131,2,0,0
19474,Butternut Squash Galette ,2009-01-15T04:00:00.000Z,The delicate crust of this galette gets a warm spiciness from fresh sage.,5,368,409,22,9
19475,Cauliflower Soup with Chive Oil and Rye Crostini ,2011-09-15T04:00:00.000Z,"Slow-roasted cauliflower gives this creamy, elegant soup its incredible depth of flavor.",3.75,422,74,43,3
19476,Rum Raisin French Toast ,2004-08-20T04:00:00.000Z,NA,5,380,231,18,9
19477,Breaded Chicken Cutlets with Chunky Vegetable Sauce ,2004-08-20T04:00:00.000Z,NA,3.75,531,487,14,66
19478,Vanilla Buttercream ,2004-08-20T04:00:00.000Z,NA,4.375,280,54,23,1
19479,Quince and Currant Chutney ,2005-11-01T21:54:12.000Z,This fresh side is a delicious alternative to cranberry sauce.,5,203,63,0,2
19480,Salmon Trout Poached in White Wine ,2004-08-20T04:00:00.000Z,"Forget gefilte fish and try this instead: a version of a French classic called carpe à la juive. (It calls for salmon trout instead of carp.) The fish (opposite) is chilled overnight, so begin the recipe a day ahead. Pour a Riesling.",3.125,138,1254,4,7
19481,Baked Apples ,2004-08-20T04:00:00.000Z,Active time: 15 min Start to finish: 1 1/2 hr,3.75,NA,NA,NA,NA
19482,Baked Cheese Grits ,2005-10-01T04:00:00.000Z,"The grits mixture will almost fill the entire baking dish and will puff up when baking, but don't worry — it won't overflow. Also, switching sides, these grits can take the place of mashed potatoes anytime.",5,423,886,25,14
19483,Spicy Chicken and Hominy Ragoût ,2004-08-20T04:00:00.000Z,"Reinforce the southwestern theme with accompaniments like corn bread and a spinach salad with grapefruit segments and toasted pine nuts. For dessert, stir some cinnamon into sweetened whipped cream to dress up slices of chocolate pound cake.",4.375,235,599,13,12
19484,Cheesy Sausage and Sage Stuffing ,2016-11-21T23:33:04.148Z,"This holiday-worthy recipe was inspired by bread pudding and ended up somewhere between a strata, a gratin, and a traditional Thanksgiving stuffing.",5,549,865,36,23
19485,Veal Scallops with Mushrooms and Rosemary ,2004-08-20T12:48:48.000Z,Can be prepared in 45 minutes or less.,4.375,323,680,20,24
19486,Salade aux Fines Herbes with Camembert ,2004-09-21T20:28:34.000Z,"The term fines herbes refers to a blend of aromatic herbs that usually includes parsley, chervil, chives, and tarragon. The combination is used in sauces, vegetables, and meat dishes, but it also adds subtle freshness to green salads.",4.375,51,106,5,1
19487,Chocolate Cake with Milk Chocolate-Peanut Butter Frosting and Peanut Butter Brittle ,2008-12-04T04:00:00.000Z,"No, it's not a mistake. This cake really doesn't contain any eggs. The oil in the batter makes the cake moist; the rest of the ingredients provide enough structure to give the cake a great crumb.",3.75,1380,814,69,20
19488,Citrus Syrup ,2010-03-12T04:00:00.000Z,NA,0,70,1,0,0
19489,Plum-Almond Tart ,2004-08-20T04:00:00.000Z,NA,4.375,455,69,27,6
19490,Witches' Brew ,2004-08-20T20:58:12.000Z,NA,4.375,281,45,0,0
19491,Basic Tea Punch ,2004-08-20T20:58:12.000Z,NA,5,NA,NA,NA,NA
19492,Watercress Sandwiches with Chili-Lemon Butter ,2004-08-20T04:00:00.000Z,NA,1.25,301,275,19,8
19493,Nutmeg Ice Cream ,2004-08-20T04:00:00.000Z,NA,4.375,207,91,12,4
19494,Chocolate Sauce ,2004-12-13T04:00:00.000Z,Editor's note: The recipe and introductory text below are excerpted from Thomas Keller's Bouchon.,5,496,44,28,3
19495,"Grilled Pizza with Fresh Corn, Bell Pepper, Pancetta, and Fontina ",2004-08-20T04:00:00.000Z,"Roasted poblano chilies add a wonderful smoky flavor to this pizza; however, if they are not available in your area just omit them from the recipe.",3.75,4017,4830,305,80
19496,Cold Noodle Salad with Ponzu Sauce ,2006-05-16T20:12:55.000Z,_(Hiyashi Udon),4.375,200,486,3,8
19497,Maple Mustard Sauce ,2004-08-20T04:00:00.000Z,NA,3.75,186,923,3,3
19498,Planter's Punch III ,2004-08-20T20:58:12.000Z,"This is the traditional planter's punch that follows the old rhyme: One of sour (lime juice), two of sweet (sugar), three of strong (rum), four of weak (ice or water).",0,321,6,0,0
19499,Chilled Corn Soup ,2008-10-09T15:22:26.000Z,"Simmering the cobs lends depth to a cool essence-of-corn soup, enhanced with a swirl of sour cream and a sprinkling of chives.",3.75,156,18,7,4
19500,"Seared Arctic Char with Broccolini, Olives, and Garlic ",2007-12-20T19:20:41.000Z,NA,4.375,NA,NA,NA,NA
19501,Raspberry Chocolate-Chip Pancakes ,2004-08-20T12:48:48.000Z,Can be prepared in 45 minutes or less.,4.375,155,150,9,3
19502,Sauteed Skirt Steak ,2004-08-20T12:48:48.000Z,NA,3.75,350,142,23,34
19503,Porcini-Crusted Beef Tenderloin with Truffle Butter Sauce ,2011-12-22T04:00:00.000Z,"Mushrooms and beef have long been an inspired combination, and here they're joined in a particularly sophisticated way. Dried porcini mushrooms grind to a powder in no time in a blender and add a subtle woodsiness to the beef, while the truffle butter enriches the sauce with its heady aroma. Black-truffle butter is the best deal going. It gives you tremendous flavor at an affordable price, a fraction of the cost of a fresh black truffle.",4.375,1407,643,103,106
19504,Handmade Orecchiette With Mortadella and Pea Sauce ,2016-04-25T16:50:27.696Z,"This tiny handmade pasta is a labor of love, but you'll be glad you devoted an afternoon to fresh pasta-making once you've tasted it. The tender orecchiette is irresistible once tossed in the rich, buttery sauce studded with savory mortadella and bright peas.",5,612,582,39,20
19505,French Toast ,2004-08-20T04:00:00.000Z,"French toast is always better if your bread is a little dry — a day or two old, or leave the slices out overnight. Serve these crusty slices with bacon and warmed maple syrup, jam, or marmalade, or sprinkle them with a mixture of cinnamon and sugar.",3.125,149,489,4,7
19506,Rhubarb Raspberry Pie ,2004-08-20T04:00:00.000Z,NA,4.375,162,14,1,2
19507,Steak with Olives ,2008-03-19T14:50:50.000Z,"Tender and flavorful, sirloin needs little adornment. The olive sauce imparts just the right hint of spice and saltiness—and it's ready in about ten minutes.",4.375,NA,NA,NA,NA
19508,Chocolate-Raspberry Frosting ,2004-08-20T04:00:00.000Z,This recipe originally accompanied Chocolate Layer Cake with Chocolate-Raspberry Frosting.,4.375,311,24,19,2
19509,Hickory-Grilled Rib-Eye Steaks with Bacon-Molasses Butter ,2004-08-20T04:00:00.000Z,"Sweet cherry tomatoes make an easy appetizer. What to drink: Top off glasses of cold lemonade with a splash of bourbon, and garnish with fresh mint sprigs. For wine drinkers, offer a California Pinot Noir.",4.375,1163,379,93,68
19510,Pomegranate-Ginger Champagne Cocktail ,2004-11-30T15:38:01.000Z,Look for pomegranate juice in the juice aisle or fresh juice section of the supermarket.,5,61,6,0,0
19511,Black-Bean Tostados with Roasted Tomatillo Sauce ,2006-09-20T20:47:44.000Z,"It's the spicy, garlicky tomatillo salsa that really sells these addictive tostadas. Frying store-bought corn tortillas heightens the vibrancy of their corn flavor and creates a crisp foundation for the refried black beans, shredded romaine, lush avocado, and creamy queso fresco.",4.375,457,1118,28,16
19512,Chief of Staff Cholent (Hebronite Hamim) ,2006-05-16T20:12:53.000Z,"Editor's note: The recipe and introductory text below are excerpted from Joan Nathan's book The Foods of Israel Today. Nathan also shared some helpful cooking tips exclusively with Epicurious, which we've added at the bottom of the page.",3.75,NA,NA,NA,NA
19513,Mixed Greens with Honey Mustard Dressing ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,3.75,NA,NA,NA,NA
19514,Melon ,2004-08-20T20:58:12.000Z,NA,0,121,1,0,0
19515,Carrot-Coconut Soup ,2013-10-08T04:00:00.000Z,"If you like things extra spicy, pass some chili sauce at the table.",5,NA,NA,NA,NA
19516,Fruit Salad with Poppy Seed Dressing ,2004-08-20T04:00:00.000Z,NA,2.5,NA,NA,NA,NA
19517,Spicy Broccoli Rabe ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
19518,Chopped Arabic Salad ,2004-08-20T04:00:00.000Z,"This salad is wonderfully refreshing even without purslane, but if you can find the green at your produce market, it's worth using for the nice crunch it adds.",4.375,150,460,11,3
19519,Sesame Chicken Drumettes ,2004-08-10T04:00:00.000Z,NA,4.375,282,747,16,19
19520,Lemon and Fresh Herb Tabbouleh ,2009-10-15T04:00:00.000Z,"We've been making tabbouleh for years, but when Fran's Iranian friend Parvine Latimore made it for a special party, we both changed our recipes. Parvine used extra lemon juice and more fresh herbs than we were used to. The result was incredible—a delicious taste of lemon with every bite of grain and a burst of freshness from the blend of fresh herbs with every mouthful.",4.375,NA,NA,NA,NA
19521,Spinach and Roasted Beet Salad with Ginger Vinaigrette ,2004-08-20T04:00:00.000Z,"The lively dressing lends a little zip to this fresh-tasting, colorful salad.",4.375,NA,NA,NA,NA
19522,A Fruitcake to Love ,2007-10-30T15:57:21.000Z,"Dried fruit, nuts, and oil-cured olives make this fruitcake something special.",4.375,311,182,15,4
19523,Chive Dressing ,2004-08-20T04:00:00.000Z,"Use this versatile sauce as a dip for crudités, a dressing for cold fish or chicken, and as a substitute for mayonnaise. Tofu makes it virtually fat-free.",3.125,NA,NA,NA,NA
19524,Roast Prime Ribs of Beef with Shiitake Pan Gravy ,2004-08-20T04:00:00.000Z,NA,5,1961,889,171,97
19525,To Sterilize Jars and Lids ,2004-08-20T04:00:00.000Z,This recipe can be prepared in 45 minutes or less.,0,NA,NA,NA,NA
19526,Habanero-Marinated Pork Chops With Mustard Greens Slaw ,2015-06-16T04:00:00.000Z,"One citrusy, chile-laced, and very hard-working marinade serves two functions, flavoring the pork chops before and after they hit the grill.",3.75,NA,NA,NA,NA
19527,Whipped Ricotta with Honey and Mixed Berries ,2004-08-20T04:00:00.000Z,"Cream cheese was added to the ricotta for this smooth, luscious dessert. But if you can find fresh ricotta, which is less grainy than some of the commercial types, use it and omit the cream cheese.",4.375,330,139,17,11
19528,Banana Cupcakes with Peanut Butter Frosting ,2010-03-17T04:00:00.000Z,"A classic combination in an adorable little package. The cupcakes, which are reminiscent of banana bread, would be a great breakfast treat (with or without the frosting).",4.375,NA,NA,NA,NA
19529,Picadillo Arepa Pie ,2010-03-09T04:00:00.000Z,"Versions of picadillo—a savory dish of beef, onion, and tomato punctuated by olives and raisins—are served in many Latin American countries. Crowned with a tender biscuit topping made with arepa flour, it becomes a homey one-dish dinner.",4.375,444,832,19,31
19530,Chicken Breasts with Tomato-Herb Pan Sauce ,2011-06-15T04:00:00.000Z,"The key to this sauté: Cook the tomatoes with the bits of chicken left over after you've seared it in the pan. When the tomatoes burst, swirl in the remaining marjoram butter to finish the pan sauce.",4.375,NA,NA,NA,NA
19531,"Sunday Sauce With Braciole, Meatballs, and Sausage ",2016-10-03T11:00:00.000Z,"No crowd to feed? No problem. Sunday Sauce freezes well; just make sure any braciole, meatballs, or sausages are submerged in sauce.",4.375,NA,NA,NA,NA
19532,Food Processor Pizza Dough ,2016-08-01T14:29:00.000Z,"This simple pizza dough comes together quickly and is perfect for a thin crust pizza like ""Trenton Tomato Pie"" Pizza. The overnight rest is key for texture and flavor development.",3.75,131,797,7,7
19533,Barbecued Chicken ,2013-06-10T04:00:00.000Z,"Avoid rookie mistakes when it comes to barbecuing. If you apply the sauce too early, it will scorch. And most bottled sauces are too sweet, which is where this vinegary version comes in.",4.375,NA,NA,NA,NA
